UNIQUEID,ORDERDATE,QTR_ID,MONTH_ID,YEAR_ID,MONTH
5402,2/17/03,1,2,2003,February
2009,2/17/03,1,2,2003,February
1804,2/17/03,1,2,2003,February
3047,2/17/03,1,2,2003,February
5481,2/17/03,1,2,2003,February
3439,2/17/03,1,2,2003,February
4107,2/17/03,1,2,2003,February
4510,2/17/03,1,2,2003,February
3332,2/17/03,1,2,2003,February
1505,2/17/03,1,2,2003,February
2562,2/17/03,1,2,2003,February
2420,2/24/03,1,2,2003,February
3005,2/24/03,1,2,2003,February
5262,2/24/03,1,2,2003,February
2968,2/24/03,1,2,2003,February
1423,2/24/03,1,2,2003,February
2174,2/24/03,1,2,2003,February
1950,2/24/03,1,2,2003,February
5457,2/24/03,1,2,2003,February
3406,3/3/03,1,3,2003,March
1947,3/3/03,1,3,2003,March
2415,3/3/03,1,3,2003,March
3875,3/3/03,1,3,2003,March
3504,3/3/03,1,3,2003,March
2034,3/3/03,1,3,2003,March
3335,3/3/03,1,3,2003,March
5886,3/3/03,1,3,2003,March
3596,3/3/03,1,3,2003,March
2130,3/3/03,1,3,2003,March
5768,3/3/03,1,3,2003,March
3822,3/3/03,1,3,2003,March
5424,3/3/03,1,3,2003,March
4957,3/3/03,1,3,2003,March
3799,3/3/03,1,3,2003,March
3675,3/3/03,1,3,2003,March
5455,3/10/03,1,3,2003,March
4264,3/10/03,1,3,2003,March
5597,3/10/03,1,3,2003,March
4860,3/10/03,1,3,2003,March
3026,3/10/03,1,3,2003,March
2874,3/10/03,1,3,2003,March
4000,3/18/03,1,3,2003,March
5674,3/18/03,1,3,2003,March
2645,3/18/03,1,3,2003,March
2211,3/18/03,1,3,2003,March
3498,3/18/03,1,3,2003,March
3904,3/18/03,1,3,2003,March
4153,3/18/03,1,3,2003,March
2728,3/18/03,1,3,2003,March
4010,3/18/03,1,3,2003,March
5103,3/18/03,1,3,2003,March
5173,3/18/03,1,3,2003,March
2385,3/18/03,1,3,2003,March
3278,3/18/03,1,3,2003,March
5246,3/18/03,1,3,2003,March
1395,3/18/03,1,3,2003,March
3743,3/18/03,1,3,2003,March
3160,3/24/03,1,3,2003,March
3939,3/24/03,1,3,2003,March
2272,3/25/03,1,3,2003,March
2618,3/25/03,1,3,2003,March
1068,3/25/03,1,3,2003,March
2501,3/25/03,1,3,2003,March
3779,3/25/03,1,3,2003,March
4872,3/25/03,1,3,2003,March
4289,3/26/03,1,3,2003,March
5780,3/26/03,1,3,2003,March
5691,3/26/03,1,3,2003,March
4615,3/26/03,1,3,2003,March
4990,4/1/03,2,4,2003,April
1451,4/1/03,2,4,2003,April
4691,4/1/03,2,4,2003,April
3136,4/1/03,2,4,2003,April
3705,4/1/03,2,4,2003,April
4339,4/1/03,2,4,2003,April
2743,4/1/03,2,4,2003,April
1338,4/1/03,2,4,2003,April
1318,4/1/03,2,4,2003,April
3677,4/1/03,2,4,2003,April
3942,4/4/03,2,4,2003,April
1936,4/4/03,2,4,2003,April
1696,4/4/03,2,4,2003,April
5534,4/4/03,2,4,2003,April
4463,4/4/03,2,4,2003,April
3641,4/11/03,2,4,2003,April
3097,4/16/03,2,4,2003,April
3261,4/16/03,2,4,2003,April
1605,4/16/03,2,4,2003,April
4835,4/16/03,2,4,2003,April
4268,4/16/03,2,4,2003,April
3233,4/16/03,2,4,2003,April
5283,4/16/03,2,4,2003,April
2519,4/16/03,2,4,2003,April
1018,4/16/03,2,4,2003,April
1186,4/16/03,2,4,2003,April
4282,4/16/03,2,4,2003,April
3654,4/16/03,2,4,2003,April
3207,4/21/03,2,4,2003,April
1067,4/28/03,2,4,2003,April
1823,4/28/03,2,4,2003,April
4232,4/28/03,2,4,2003,April
2208,4/28/03,2,4,2003,April
2490,4/28/03,2,4,2003,April
2114,4/28/03,2,4,2003,April
3562,4/28/03,2,4,2003,April
3829,4/28/03,2,4,2003,April
3245,4/28/03,2,4,2003,April
3887,4/28/03,2,4,2003,April
3544,4/28/03,2,4,2003,April
1637,4/28/03,2,4,2003,April
3071,4/28/03,2,4,2003,April
3834,4/28/03,2,4,2003,April
1025,4/29/03,2,4,2003,April
4597,4/29/03,2,4,2003,April
5600,4/29/03,2,4,2003,April
1399,4/29/03,2,4,2003,April
5141,4/29/03,2,4,2003,April
2367,4/29/03,2,4,2003,April
5526,4/29/03,2,4,2003,April
4236,4/29/03,2,4,2003,April
3150,4/29/03,2,4,2003,April
5400,4/29/03,2,4,2003,April
3668,4/29/03,2,4,2003,April
5361,4/29/03,2,4,2003,April
3898,4/29/03,2,4,2003,April
2934,4/29/03,2,4,2003,April
1707,4/29/03,2,4,2003,April
5189,5/7/03,2,5,2003,May
1941,5/7/03,2,5,2003,May
1435,5/7/03,2,5,2003,May
5663,5/7/03,2,5,2003,May
4846,5/7/03,2,5,2003,May
2172,5/8/03,2,5,2003,May
1289,5/8/03,2,5,2003,May
3542,5/8/03,2,5,2003,May
1474,5/8/03,2,5,2003,May
5081,5/8/03,2,5,2003,May
1745,5/8/03,2,5,2003,May
2752,5/8/03,2,5,2003,May
5892,5/8/03,2,5,2003,May
1352,5/8/03,2,5,2003,May
2616,5/8/03,2,5,2003,May
2643,5/8/03,2,5,2003,May
3382,5/8/03,2,5,2003,May
4392,5/8/03,2,5,2003,May
1857,5/8/03,2,5,2003,May
5500,5/8/03,2,5,2003,May
2101,5/8/03,2,5,2003,May
4203,5/8/03,2,5,2003,May
4206,5/20/03,2,5,2003,May
2323,5/20/03,2,5,2003,May
1996,5/20/03,2,5,2003,May
4672,5/20/03,2,5,2003,May
2251,5/21/03,2,5,2003,May
4343,5/21/03,2,5,2003,May
2569,5/21/03,2,5,2003,May
1332,5/21/03,2,5,2003,May
4121,5/21/03,2,5,2003,May
5143,5/21/03,2,5,2003,May
3269,5/21/03,2,5,2003,May
4604,5/21/03,2,5,2003,May
5693,5/21/03,2,5,2003,May
1671,5/21/03,2,5,2003,May
2156,5/21/03,2,5,2003,May
5747,5/21/03,2,5,2003,May
3774,5/21/03,2,5,2003,May
2244,5/21/03,2,5,2003,May
5498,5/21/03,2,5,2003,May
4208,5/28/03,2,5,2003,May
5396,5/28/03,2,5,2003,May
4676,5/28/03,2,5,2003,May
3643,5/28/03,2,5,2003,May
3724,5/28/03,2,5,2003,May
4779,5/28/03,2,5,2003,May
2489,5/28/03,2,5,2003,May
4346,5/28/03,2,5,2003,May
1903,5/28/03,2,5,2003,May
4335,5/28/03,2,5,2003,May
4928,5/28/03,2,5,2003,May
1351,5/28/03,2,5,2003,May
4059,5/28/03,2,5,2003,May
1810,5/28/03,2,5,2003,May
1553,5/28/03,2,5,2003,May
2165,5/28/03,2,5,2003,May
5486,5/28/03,2,5,2003,May
1701,6/3/03,2,6,2003,June
1209,6/3/03,2,6,2003,June
2697,6/3/03,2,6,2003,June
3871,6/3/03,2,6,2003,June
1609,6/3/03,2,6,2003,June
5214,6/3/03,2,6,2003,June
1421,6/3/03,2,6,2003,June
4581,6/3/03,2,6,2003,June
3827,6/3/03,2,6,2003,June
5748,6/3/03,2,6,2003,June
5755,6/3/03,2,6,2003,June
5113,6/3/03,2,6,2003,June
2813,6/3/03,2,6,2003,June
4142,6/3/03,2,6,2003,June
3054,6/3/03,2,6,2003,June
2432,6/6/03,2,6,2003,June
3308,6/6/03,2,6,2003,June
4355,6/6/03,2,6,2003,June
1690,6/6/03,2,6,2003,June
5147,6/12/03,2,6,2003,June
4184,6/12/03,2,6,2003,June
3709,6/12/03,2,6,2003,June
2846,6/12/03,2,6,2003,June
4117,6/12/03,2,6,2003,June
1747,6/12/03,2,6,2003,June
5464,6/12/03,2,6,2003,June
2998,6/12/03,2,6,2003,June
3328,6/12/03,2,6,2003,June
1000,6/16/03,2,6,2003,June
4266,6/16/03,2,6,2003,June
2470,6/16/03,2,6,2003,June
4744,6/16/03,2,6,2003,June
5098,6/16/03,2,6,2003,June
5566,6/16/03,2,6,2003,June
2811,6/16/03,2,6,2003,June
1362,6/16/03,2,6,2003,June
2217,6/16/03,2,6,2003,June
4631,6/16/03,2,6,2003,June
4048,6/27/03,2,6,2003,June
3807,6/27/03,2,6,2003,June
5301,6/27/03,2,6,2003,June
5629,6/27/03,2,6,2003,June
4540,6/27/03,2,6,2003,June
2031,6/27/03,2,6,2003,June
3755,6/27/03,2,6,2003,June
3435,6/27/03,2,6,2003,June
5924,7/1/03,3,7,2003,July
4895,7/1/03,3,7,2003,July
1840,7/1/03,3,7,2003,July
5874,7/1/03,3,7,2003,July
1493,7/1/03,3,7,2003,July
3894,7/1/03,3,7,2003,July
5776,7/1/03,3,7,2003,July
5436,7/2/03,3,7,2003,July
4991,7/2/03,3,7,2003,July
5794,7/2/03,3,7,2003,July
2571,7/2/03,3,7,2003,July
3288,7/2/03,3,7,2003,July
3387,7/2/03,3,7,2003,July
4056,7/2/03,3,7,2003,July
2581,7/2/03,3,7,2003,July
1893,7/2/03,3,7,2003,July
3490,7/2/03,3,7,2003,July
4162,7/2/03,3,7,2003,July
1846,7/2/03,3,7,2003,July
4508,7/2/03,3,7,2003,July
2062,7/2/03,3,7,2003,July
3891,7/2/03,3,7,2003,July
3337,7/2/03,3,7,2003,July
4870,7/2/03,3,7,2003,July
1821,7/4/03,3,7,2003,July
5897,7/4/03,3,7,2003,July
2177,7/4/03,3,7,2003,July
3964,7/10/03,3,7,2003,July
2111,7/10/03,3,7,2003,July
3444,7/10/03,3,7,2003,July
3608,7/10/03,3,7,2003,July
4327,7/16/03,3,7,2003,July
2183,7/16/03,3,7,2003,July
4884,7/16/03,3,7,2003,July
3678,7/16/03,3,7,2003,July
2946,7/16/03,3,7,2003,July
1268,7/16/03,3,7,2003,July
2387,7/16/03,3,7,2003,July
5410,7/16/03,3,7,2003,July
5429,7/24/03,3,7,2003,July
1292,7/24/03,3,7,2003,July
2089,7/24/03,3,7,2003,July
3427,7/24/03,3,7,2003,July
3385,7/24/03,3,7,2003,July
2615,7/24/03,3,7,2003,July
2199,7/24/03,3,7,2003,July
4214,7/24/03,3,7,2003,July
3714,7/24/03,3,7,2003,July
3159,7/24/03,3,7,2003,July
4702,7/24/03,3,7,2003,July
1880,8/1/03,3,8,2003,August
5677,8/1/03,3,8,2003,August
5337,8/1/03,3,8,2003,August
1510,8/1/03,3,8,2003,August
2500,8/1/03,3,8,2003,August
2068,8/1/03,3,8,2003,August
4717,8/1/03,3,8,2003,August
1308,8/1/03,3,8,2003,August
4399,8/1/03,3,8,2003,August
2692,8/8/03,3,8,2003,August
5221,8/8/03,3,8,2003,August
4311,8/8/03,3,8,2003,August
5891,8/8/03,3,8,2003,August
2962,8/8/03,3,8,2003,August
2321,8/8/03,3,8,2003,August
1938,8/8/03,3,8,2003,August
4742,8/8/03,3,8,2003,August
5277,8/8/03,3,8,2003,August
2486,8/8/03,3,8,2003,August
1917,8/8/03,3,8,2003,August
4596,8/8/03,3,8,2003,August
4745,8/8/03,3,8,2003,August
4329,8/8/03,3,8,2003,August
1164,8/8/03,3,8,2003,August
1898,8/8/03,3,8,2003,August
4782,8/10/03,3,8,2003,August
4413,8/10/03,3,8,2003,August
5824,8/10/03,3,8,2003,August
2862,8/10/03,3,8,2003,August
2673,8/10/03,3,8,2003,August
1794,8/10/03,3,8,2003,August
2241,8/10/03,3,8,2003,August
4409,8/10/03,3,8,2003,August
2270,8/10/03,3,8,2003,August
1115,8/10/03,3,8,2003,August
3857,8/10/03,3,8,2003,August
1770,8/10/03,3,8,2003,August
5774,8/10/03,3,8,2003,August
2102,8/10/03,3,8,2003,August
5294,8/10/03,3,8,2003,August
1121,8/10/03,3,8,2003,August
4873,8/13/03,3,8,2003,August
1455,8/25/03,3,8,2003,August
2106,8/25/03,3,8,2003,August
3505,8/25/03,3,8,2003,August
1833,8/25/03,3,8,2003,August
3625,8/25/03,3,8,2003,August
3499,8/25/03,3,8,2003,August
5751,8/25/03,3,8,2003,August
2158,8/25/03,3,8,2003,August
4791,8/25/03,3,8,2003,August
4939,8/25/03,3,8,2003,August
1061,8/25/03,3,8,2003,August
2850,8/25/03,3,8,2003,August
3121,8/25/03,3,8,2003,August
5533,8/25/03,3,8,2003,August
5648,8/25/03,3,8,2003,August
3569,8/25/03,3,8,2003,August
5883,9/3/03,3,9,2003,September
2356,9/3/03,3,9,2003,September
2614,9/5/03,3,9,2003,September
4653,9/5/03,3,9,2003,September
3949,9/5/03,3,9,2003,September
5492,9/5/03,3,9,2003,September
4784,9/5/03,3,9,2003,September
2344,9/5/03,3,9,2003,September
3276,9/5/03,3,9,2003,September
3924,9/5/03,3,9,2003,September
2414,9/5/03,3,9,2003,September
1049,9/5/03,3,9,2003,September
5988,9/5/03,3,9,2003,September
3859,9/11/03,3,9,2003,September
1038,9/11/03,3,9,2003,September
5846,9/11/03,3,9,2003,September
2613,9/11/03,3,9,2003,September
1708,9/11/03,3,9,2003,September
4874,9/11/03,3,9,2003,September
5009,9/11/03,3,9,2003,September
5683,9/11/03,3,9,2003,September
4588,9/11/03,3,9,2003,September
1165,9/11/03,3,9,2003,September
5852,9/11/03,3,9,2003,September
3481,9/11/03,3,9,2003,September
4161,9/11/03,3,9,2003,September
2882,9/11/03,3,9,2003,September
3732,9/12/03,3,9,2003,September
5853,9/12/03,3,9,2003,September
1233,9/12/03,3,9,2003,September
3147,9/12/03,3,9,2003,September
1848,9/12/03,3,9,2003,September
2709,9/12/03,3,9,2003,September
5403,9/12/03,3,9,2003,September
3580,9/12/03,3,9,2003,September
3918,9/12/03,3,9,2003,September
3146,9/12/03,3,9,2003,September
1037,9/12/03,3,9,2003,September
4972,9/19/03,3,9,2003,September
3500,9/19/03,3,9,2003,September
3041,9/19/03,3,9,2003,September
3644,9/19/03,3,9,2003,September
4106,9/19/03,3,9,2003,September
3545,9/19/03,3,9,2003,September
2526,9/19/03,3,9,2003,September
2798,9/19/03,3,9,2003,September
2427,9/19/03,3,9,2003,September
1546,9/19/03,3,9,2003,September
2538,9/19/03,3,9,2003,September
5507,9/21/03,3,9,2003,September
4603,9/21/03,3,9,2003,September
1160,9/21/03,3,9,2003,September
2474,9/21/03,3,9,2003,September
2333,9/21/03,3,9,2003,September
1344,9/21/03,3,9,2003,September
3460,9/21/03,3,9,2003,September
1441,9/21/03,3,9,2003,September
1064,9/21/03,3,9,2003,September
4781,9/21/03,3,9,2003,September
5837,9/25/03,3,9,2003,September
3178,9/25/03,3,9,2003,September
2433,9/25/03,3,9,2003,September
3639,9/25/03,3,9,2003,September
3128,9/28/03,3,9,2003,September
1998,9/28/03,3,9,2003,September
4961,9/28/03,3,9,2003,September
1798,9/28/03,3,9,2003,September
1118,9/28/03,3,9,2003,September
5709,9/28/03,3,9,2003,September
3930,9/28/03,3,9,2003,September
3413,9/28/03,3,9,2003,September
5026,9/28/03,3,9,2003,September
2903,9/28/03,3,9,2003,September
2166,9/28/03,3,9,2003,September
5942,9/28/03,3,9,2003,September
5662,9/28/03,3,9,2003,September
4076,10/2/03,4,10,2003,October
1409,10/2/03,4,10,2003,October
4221,10/4/03,4,10,2003,October
5590,10/4/03,4,10,2003,October
1237,10/4/03,4,10,2003,October
3250,10/4/03,4,10,2003,October
1907,10/4/03,4,10,2003,October
5701,10/4/03,4,10,2003,October
2412,10/4/03,4,10,2003,October
2926,10/4/03,4,10,2003,October
1274,10/5/03,4,10,2003,October
4739,10/5/03,4,10,2003,October
3952,10/5/03,4,10,2003,October
1403,10/5/03,4,10,2003,October
4145,10/5/03,4,10,2003,October
5020,10/5/03,4,10,2003,October
1692,10/5/03,4,10,2003,October
5454,10/5/03,4,10,2003,October
3808,10/5/03,4,10,2003,October
3231,10/5/03,4,10,2003,October
2529,10/5/03,4,10,2003,October
3749,10/6/03,4,10,2003,October
5599,10/6/03,4,10,2003,October
2178,10/6/03,4,10,2003,October
3553,10/6/03,4,10,2003,October
2849,10/6/03,4,10,2003,October
4797,10/6/03,4,10,2003,October
3680,10/6/03,4,10,2003,October
1021,10/6/03,4,10,2003,October
5540,10/6/03,4,10,2003,October
1529,10/6/03,4,10,2003,October
1244,10/6/03,4,10,2003,October
2454,10/6/03,4,10,2003,October
3271,10/6/03,4,10,2003,October
4103,10/6/03,4,10,2003,October
5792,10/6/03,4,10,2003,October
3246,10/6/03,4,10,2003,October
1613,10/6/03,4,10,2003,October
1456,10/6/03,4,10,2003,October
2088,10/6/03,4,10,2003,October
3206,10/8/03,4,10,2003,October
1326,10/8/03,4,10,2003,October
3776,10/10/03,4,10,2003,October
2776,10/10/03,4,10,2003,October
1714,10/10/03,4,10,2003,October
4380,10/10/03,4,10,2003,October
2134,10/10/03,4,10,2003,October
1965,10/10/03,4,10,2003,October
5977,10/10/03,4,10,2003,October
1513,10/10/03,4,10,2003,October
3301,10/10/03,4,10,2003,October
3933,10/10/03,4,10,2003,October
5151,10/10/03,4,10,2003,October
4965,10/10/03,4,10,2003,October
4523,10/10/03,4,10,2003,October
1390,10/10/03,4,10,2003,October
5539,10/10/03,4,10,2003,October
4181,10/10/03,4,10,2003,October
3016,10/10/03,4,10,2003,October
3317,10/10/03,4,10,2003,October
1890,10/10/03,4,10,2003,October
5504,10/11/03,4,10,2003,October
2060,10/11/03,4,10,2003,October
2121,10/11/03,4,10,2003,October
2452,10/11/03,4,10,2003,October
5449,10/11/03,4,10,2003,October
3536,10/11/03,4,10,2003,October
5901,10/17/03,4,10,2003,October
2715,10/17/03,4,10,2003,October
5785,10/17/03,4,10,2003,October
1016,10/17/03,4,10,2003,October
3463,10/17/03,4,10,2003,October
4285,10/17/03,4,10,2003,October
5205,10/17/03,4,10,2003,October
4827,10/17/03,4,10,2003,October
1470,10/17/03,4,10,2003,October
5373,10/17/03,4,10,2003,October
4664,10/17/03,4,10,2003,October
1753,10/17/03,4,10,2003,October
2296,10/18/03,4,10,2003,October
1137,10/18/03,4,10,2003,October
2362,10/18/03,4,10,2003,October
5896,10/18/03,4,10,2003,October
3412,10/18/03,4,10,2003,October
5136,10/18/03,4,10,2003,October
2339,10/18/03,4,10,2003,October
1144,10/18/03,4,10,2003,October
5079,10/18/03,4,10,2003,October
2896,10/18/03,4,10,2003,October
4839,10/20/03,4,10,2003,October
5678,10/20/03,4,10,2003,October
1567,10/20/03,4,10,2003,October
2822,10/20/03,4,10,2003,October
2591,10/20/03,4,10,2003,October
1196,10/20/03,4,10,2003,October
5072,10/21/03,4,10,2003,October
5974,10/21/03,4,10,2003,October
4517,10/21/03,4,10,2003,October
5195,10/21/03,4,10,2003,October
5623,10/21/03,4,10,2003,October
2107,10/21/03,4,10,2003,October
2794,10/21/03,4,10,2003,October
5042,10/21/03,4,10,2003,October
4308,10/21/03,4,10,2003,October
2257,10/21/03,4,10,2003,October
1340,10/21/03,4,10,2003,October
3484,10/22/03,4,10,2003,October
3761,10/22/03,4,10,2003,October
4119,10/22/03,4,10,2003,October
1084,10/22/03,4,10,2003,October
3928,10/22/03,4,10,2003,October
2071,10/22/03,4,10,2003,October
3821,10/22/03,4,10,2003,October
1762,10/22/03,4,10,2003,October
2229,10/22/03,4,10,2003,October
1434,10/22/03,4,10,2003,October
1089,10/22/03,4,10,2003,October
2890,10/22/03,4,10,2003,October
4630,10/22/03,4,10,2003,October
3243,10/22/03,4,10,2003,October
5772,10/22/03,4,10,2003,October
1014,10/22/03,4,10,2003,October
4166,10/22/03,4,10,2003,October
3800,10/22/03,4,10,2003,October
2307,10/23/03,4,10,2003,October
5773,10/23/03,4,10,2003,October
1508,10/23/03,4,10,2003,October
5696,10/23/03,4,10,2003,October
2262,10/23/03,4,10,2003,October
3323,10/23/03,4,10,2003,October
2805,10/23/03,4,10,2003,October
1782,10/23/03,4,10,2003,October
5563,10/23/03,4,10,2003,October
3613,10/23/03,4,10,2003,October
5347,10/23/03,4,10,2003,October
4912,10/23/03,4,10,2003,October
5030,10/23/03,4,10,2003,October
4351,10/23/03,4,10,2003,October
4611,10/23/03,4,10,2003,October
5966,10/23/03,4,10,2003,October
3467,10/28/03,4,10,2003,October
5437,10/28/03,4,10,2003,October
3671,10/28/03,4,10,2003,October
4369,10/28/03,4,10,2003,October
3483,10/28/03,4,10,2003,October
3532,10/28/03,4,10,2003,October
5689,10/28/03,4,10,2003,October
3142,10/28/03,4,10,2003,October
1504,10/28/03,4,10,2003,October
4845,10/28/03,4,10,2003,October
5302,10/28/03,4,10,2003,October
4012,10/28/03,4,10,2003,October
1806,10/28/03,4,10,2003,October
5267,10/28/03,4,10,2003,October
2051,10/28/03,4,10,2003,October
4299,10/28/03,4,10,2003,October
2100,10/28/03,4,10,2003,October
1599,10/28/03,4,10,2003,October
3217,11/4/03,4,11,2003,November
4033,11/4/03,4,11,2003,November
3088,11/4/03,4,11,2003,November
5034,11/4/03,4,11,2003,November
3344,11/4/03,4,11,2003,November
5746,11/4/03,4,11,2003,November
3750,11/4/03,4,11,2003,November
2758,11/4/03,4,11,2003,November
4378,11/4/03,4,11,2003,November
4913,11/4/03,4,11,2003,November
3368,11/4/03,4,11,2003,November
4563,11/4/03,4,11,2003,November
3937,11/4/03,4,11,2003,November
5750,11/4/03,4,11,2003,November
1477,11/4/03,4,11,2003,November
2150,11/4/03,4,11,2003,November
3291,11/4/03,4,11,2003,November
4886,11/5/03,4,11,2003,November
3062,11/5/03,4,11,2003,November
2578,11/5/03,4,11,2003,November
3319,11/5/03,4,11,2003,November
5721,11/5/03,4,11,2003,November
4160,11/5/03,4,11,2003,November
3612,11/5/03,4,11,2003,November
1368,11/5/03,4,11,2003,November
3912,11/5/03,4,11,2003,November
2861,11/5/03,4,11,2003,November
3890,11/5/03,4,11,2003,November
2020,11/5/03,4,11,2003,November
2871,11/5/03,4,11,2003,November
3459,11/5/03,4,11,2003,November
2595,11/5/03,4,11,2003,November
2819,11/5/03,4,11,2003,November
5658,11/5/03,4,11,2003,November
2969,11/5/03,4,11,2003,November
1648,11/5/03,4,11,2003,November
3693,11/5/03,4,11,2003,November
4935,11/5/03,4,11,2003,November
4579,11/5/03,4,11,2003,November
3051,11/5/03,4,11,2003,November
1369,11/5/03,4,11,2003,November
2916,11/5/03,4,11,2003,November
5838,11/5/03,4,11,2003,November
1839,11/5/03,4,11,2003,November
3624,11/5/03,4,11,2003,November
3471,11/6/03,4,11,2003,November
5488,11/6/03,4,11,2003,November
3683,11/6/03,4,11,2003,November
4763,11/6/03,4,11,2003,November
3421,11/6/03,4,11,2003,November
1256,11/6/03,4,11,2003,November
2548,11/6/03,4,11,2003,November
3936,11/6/03,4,11,2003,November
3590,11/6/03,4,11,2003,November
5671,11/6/03,4,11,2003,November
3002,11/6/03,4,11,2003,November
1276,11/6/03,4,11,2003,November
4258,11/6/03,4,11,2003,November
3405,11/6/03,4,11,2003,November
3728,11/6/03,4,11,2003,November
4897,11/6/03,4,11,2003,November
2234,11/6/03,4,11,2003,November
2153,11/6/03,4,11,2003,November
1077,11/6/03,4,11,2003,November
5210,11/6/03,4,11,2003,November
5604,11/6/03,4,11,2003,November
1572,11/6/03,4,11,2003,November
3456,11/6/03,4,11,2003,November
4529,11/6/03,4,11,2003,November
5234,11/6/03,4,11,2003,November
5452,11/6/03,4,11,2003,November
2817,11/6/03,4,11,2003,November
4503,11/7/03,4,11,2003,November
3448,11/7/03,4,11,2003,November
2772,11/7/03,4,11,2003,November
2585,11/7/03,4,11,2003,November
1048,11/7/03,4,11,2003,November
3514,11/7/03,4,11,2003,November
3297,11/7/03,4,11,2003,November
1789,11/7/03,4,11,2003,November
1176,11/7/03,4,11,2003,November
4944,11/7/03,4,11,2003,November
3229,11/7/03,4,11,2003,November
5316,11/8/03,4,11,2003,November
3440,11/8/03,4,11,2003,November
3501,11/8/03,4,11,2003,November
2496,11/8/03,4,11,2003,November
2924,11/8/03,4,11,2003,November
1175,11/8/03,4,11,2003,November
4966,11/8/03,4,11,2003,November
1026,11/8/03,4,11,2003,November
5129,11/8/03,4,11,2003,November
1117,11/8/03,4,11,2003,November
2014,11/8/03,4,11,2003,November
4726,11/8/03,4,11,2003,November
5077,11/11/03,4,11,2003,November
3585,11/11/03,4,11,2003,November
3903,11/11/03,4,11,2003,November
5330,11/11/03,4,11,2003,November
2635,11/11/03,4,11,2003,November
3841,11/11/03,4,11,2003,November
1638,11/11/03,4,11,2003,November
1444,11/11/03,4,11,2003,November
1562,11/11/03,4,11,2003,November
2686,11/11/03,4,11,2003,November
2936,11/11/03,4,11,2003,November
5789,11/11/03,4,11,2003,November
4854,11/11/03,4,11,2003,November
2065,11/11/03,4,11,2003,November
1468,11/12/03,4,11,2003,November
1387,11/12/03,4,11,2003,November
3342,11/12/03,4,11,2003,November
5627,11/12/03,4,11,2003,November
1731,11/12/03,4,11,2003,November
2294,11/12/03,4,11,2003,November
3577,11/12/03,4,11,2003,November
3349,11/12/03,4,11,2003,November
4134,11/12/03,4,11,2003,November
4981,11/12/03,4,11,2003,November
5954,11/12/03,4,11,2003,November
2630,11/12/03,4,11,2003,November
4708,11/12/03,4,11,2003,November
1759,11/12/03,4,11,2003,November
3333,11/12/03,4,11,2003,November
1011,11/12/03,4,11,2003,November
3621,11/12/03,4,11,2003,November
1429,11/12/03,4,11,2003,November
3664,11/12/03,4,11,2003,November
4054,11/12/03,4,11,2003,November
2950,11/12/03,4,11,2003,November
2226,11/12/03,4,11,2003,November
3967,11/12/03,4,11,2003,November
1228,11/12/03,4,11,2003,November
3851,11/12/03,4,11,2003,November
5757,11/12/03,4,11,2003,November
2096,11/12/03,4,11,2003,November
4222,11/12/03,4,11,2003,November
2246,11/12/03,4,11,2003,November
